m,mbs,tp,pp,dp,dp method,overlap_comm,node placement,partition,estimated time (s/step),pipeline time,DP all-reduce time,Emb layer all-reduce time,is_oom,gpumem,train_cost,price_per_step,exp_partition,A6000,rank,real_rank
4,1,2,1,16,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],18.279024124145508,16.665096282958984,1.6139276027679443,0.0,True,134.96434020996094,8225623.816948571,0.6580499053558857,41-41,8,9,0
4,1,2,1,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],18.279024124145508,16.665096282958984,1.6139276027679443,0.0,True,59.461448669433594,8225623.816948571,0.6580499053558857,41-41,8,9,0
1,4,2,1,16,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],18.279024124145508,16.665096282958984,1.6139276027679443,0.0,True,150.72708129882812,8225623.816948571,0.6580499053558857,41-41,8,9,0
1,4,2,1,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],18.279024124145508,16.665096282958984,1.6139276027679443,0.0,True,150.72708129882812,8225623.816948571,0.6580499053558857,41-41,8,9,0
1,4,2,1,16,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],18.279024124145508,16.665096282958984,1.6139276027679443,0.0,True,226.22996520996094,8225623.816948571,0.6580499053558857,41-41,8,9,0
8,1,1,4,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",18.766918182373047,17.907255904763115,0.7722809910774231,0.08738133311271667,True,125.62371826171875,8445177.823674943,0.6756142258939954,10-10-10-10,8,16,0
8,1,1,4,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",18.766918182373047,17.907255904763115,0.7722809910774231,0.08738133311271667,True,89.7704086303711,8445177.823674943,0.6756142258939954,10-10-10-10,8,16,0
2,2,2,1,16,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],19.085987091064453,16.665096282958984,2.420891284942627,0.0,True,89.8833236694336,8588759.931601206,0.6871007945280965,41-41,8,18,0
16,1,1,8,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",19.384292602539062,19.025534916454053,0.27137625217437744,0.08738133311271667,True,87.73186492919922,8722998.43926154,0.6978398751409233,5-5-5-5-5-5-5-5,8,19,0
16,1,1,8,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",19.384292602539062,19.025534916454053,0.27137625217437744,0.08738133311271667,True,103.50997161865234,8722998.43926154,0.6978398751409233,5-5-5-5-5-5-5-5,8,19,0
8,1,2,2,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",20.0190372467041,19.20306600792623,0.7722811102867126,0.04369066655635834,True,90.29857635498047,9008635.715478472,0.7206908572382777,20-20,8,21,0
8,1,2,2,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",20.0190372467041,19.20306600792623,0.7722811102867126,0.04369066655635834,True,55.451087951660156,9008635.715478472,0.7206908572382777,20-20,8,21,0
4,2,4,1,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,56.44062805175781,9290773.647741318,0.7432618918193054,41-41,8,23,0
8,1,4,1,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,False,36.93281555175781,9290773.647741318,0.7432618918193054,41-41,8,23,1
2,4,4,1,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,95.45625305175781,9290773.647741318,0.7432618918193054,41-41,8,23,0
1,8,4,1,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,208.33750915527344,9290773.647741318,0.7432618918193054,41-41,8,23,0
2,4,4,1,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,130.30625915527344,9290773.647741318,0.7432618918193054,41-41,8,23,0
4,2,4,1,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,91.29063415527344,9290773.647741318,0.7432618918193054,41-41,8,23,0
8,1,4,1,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,71.78282165527344,9290773.647741318,0.7432618918193054,41-41,8,23,0
1,8,4,1,8,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,173.4875030517578,9290773.647741318,0.7432618918193054,41-41,8,23,0
1,8,4,1,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.646005630493164,19.87372398376465,0.7722809314727783,0.0,True,173.4875030517578,9290773.647741318,0.7432618918193054,41-41,8,23,0
4,1,2,1,16,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],20.699914932250977,16.665096282958984,4.03481912612915,0.0,True,59.461448669433594,9315033.019219927,0.7452026415375942,41-41,8,32,0
16,1,2,4,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",20.775123596191406,20.384073487308108,0.3473615348339081,0.04369066655635834,True,68.72100830078125,9348877.177045185,0.7479101741636148,10-10-10-10,8,33,0
16,1,2,4,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",20.775123596191406,20.384073487308108,0.3473615348339081,0.04369066655635834,True,53.78160095214844,9348877.177045185,0.7479101741636148,10-10-10-10,8,33,0
2,4,4,1,8,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],21.03214454650879,19.87372398376465,1.1584213972091675,0.0,True,95.45625305175781,9464537.48998239,0.7571629991985913,41-41,8,35,0
2,2,1,2,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",21.08763313293457,19.38632362981749,1.6139280796051025,0.08738133311271667,True,159.66351318359375,9489507.545001347,0.7591606036001077,20-20,8,36,0
2,2,1,2,16,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",21.08763313293457,19.38632362981749,1.6139280796051025,0.08738133311271667,True,235.1636962890625,9489507.545001347,0.7591606036001077,20-20,8,36,0
32,1,1,16,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",21.32188606262207,21.162819220542886,0.11537717282772064,0.04369066655635834,True,104.25653076171875,9594922.170231925,0.767593773618554,3-2-3-2-3-2-3-2-3-2-3-2-3-2-3-2,8,38,0
32,1,1,16,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",21.32188606262207,21.162819220542886,0.11537717282772064,0.04369066655635834,True,110.33949279785156,9594922.170231925,0.767593773618554,3-2-3-2-3-2-3-2-3-2-3-2-3-2-3-2,8,38,0
32,1,2,8,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",21.352434158325195,21.231598026999055,0.09899207949638367,0.02184533327817917,True,57.932220458984375,9608668.91851955,0.7686935134815639,5-5-5-5-5-5-5-5,8,40,0
32,1,2,8,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",21.352434158325195,21.231598026999055,0.09899207949638367,0.02184533327817917,True,53.19862747192383,9608668.91851955,0.7686935134815639,5-5-5-5-5-5-5-5,8,40,0
4,2,4,1,8,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],21.804426193237305,19.87372398376465,1.9307023286819458,0.0,True,56.44062805175781,9812066.891091451,0.7849653512873161,41-41,8,42,0
4,2,2,2,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",22.144573211669922,21.328601125962475,0.7722811102867126,0.04369066655635834,True,128.325927734375,9965134.221003637,0.7972107376802909,20-20,8,43,0
4,2,2,2,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",22.144573211669922,21.328601125962475,0.7722811102867126,0.04369066655635834,True,93.47843170166016,9965134.221003637,0.7972107376802909,20-20,8,43,0
16,1,4,2,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",22.318344116210938,21.94913611381621,0.34736165404319763,0.02184533327817917,True,50.52227020263672,10043331.72659132,0.8034665381273057,20-20,8,45,0
16,1,4,2,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",22.318344116210938,21.94913611381621,0.34736165404319763,0.02184533327817917,False,36.001434326171875,10043331.72659132,0.8034665381273057,20-20,8,45,2
32,1,4,4,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",22.777250289916992,22.639618333998076,0.12670984864234924,0.010922666639089584,False,35.787513732910156,10249841.085435867,0.8199872868348693,10-10-10-10,8,47,3
32,1,4,4,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",22.777250289916992,22.639618333998076,0.12670984864234924,0.010922666639089584,False,40.269649505615234,10249841.085435867,0.8199872868348693,10-10-10-10,8,47,3
64,1,4,8,1,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",23.28939437866211,23.283933882489038,0.0,0.005461333319544792,False,35.143341064453125,10480307.68942303,0.8384246151538424,5-5-5-5-5-5-5-5,8,49,5
64,1,4,8,1,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",23.28939437866211,23.283933882489038,0.0,0.005461333319544792,False,35.143341064453125,10480307.68942303,0.8384246151538424,5-5-5-5-5-5-5-5,8,49,5
8,1,4,1,8,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],23.348987579345703,19.87372398376465,3.475264072418213,0.0,False,36.93281555175781,10507124.834996115,0.8405699867996893,41-41,8,51,7
4,2,1,4,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",23.52471351623535,22.665050172581246,0.7722809910774231,0.08738133311271667,True,161.61416625976562,10586202.111874685,0.8468961689499748,10-10-10-10,8,52,0
4,2,1,4,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",23.52471351623535,22.665050172581246,0.7722809910774231,0.08738133311271667,True,197.4674530029297,10586202.111874685,0.8468961689499748,10-10-10-10,8,52,0
8,2,4,2,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",23.599416732788086,23.230210051052467,0.34736165404319763,0.02184533327817917,True,60.386199951171875,10619818.816634495,0.8495855053307596,20-20,8,54,0
8,2,4,2,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",23.599416732788086,23.230210051052467,0.34736165404319763,0.02184533327817917,True,74.90703582763672,10619818.816634495,0.8495855053307596,20-20,8,54,0
1,2,1,1,32,zero3,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],23.627527236938477,20.334402084350586,3.2931251525878906,0.0,True,115.0619888305664,10632468.64032724,0.8505974912261792,41-41,8,56,0
8,2,2,4,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",23.91031837463379,23.519268884726227,0.3473615348339081,0.04369066655635834,True,95.61167907714844,10759725.626348494,0.8607780501078796,10-10-10-10,8,57,0
8,2,2,4,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",23.91031837463379,23.519268884726227,0.3473615348339081,0.04369066655635834,True,110.55108642578125,10759725.626348494,0.8607780501078796,10-10-10-10,8,57,0
64,1,2,16,1,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",24.123197555541992,24.11227364421775,0.0,0.010922666639089584,True,54.53032684326172,10855521.991007699,0.8684417592806158,2-2-3-3-3-2-3-2-3-2-3-2-3-2-3-2,8,59,0
64,1,2,16,1,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",24.123197555541992,24.11227364421775,0.0,0.010922666639089584,True,54.53032684326172,10855521.991007699,0.8684417592806158,2-2-3-3-3-2-3-2-3-2-3-2-3-2-3-2,8,59,0
16,2,4,4,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",24.6597843170166,24.522151003416223,0.12670984864234924,0.010922666639089584,True,67.0928955078125,11096987.88191456,0.8877590305531649,10-10-10-10,8,61,0
16,2,4,4,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",24.6597843170166,24.522151003416223,0.12670984864234924,0.010922666639089584,True,62.610755920410156,11096987.88191456,0.8877590305531649,10-10-10-10,8,61,0
8,2,1,8,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",24.919111251831055,24.56035405196311,0.27137625217437744,0.08738133311271667,True,178.61935424804688,11213685.895818284,0.8970948716654628,5-5-5-5-5-5-5-5,8,63,0
8,2,1,8,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",24.919111251831055,24.56035405196311,0.27137625217437744,0.08738133311271667,True,162.84124755859375,11213685.895818284,0.8970948716654628,5-5-5-5-5-5-5-5,8,63,0
16,2,2,8,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",24.992460250854492,24.87162356410811,0.09899207949638367,0.02184533327817917,True,101.66365814208984,11246693.198025385,0.8997354558420307,5-5-5-5-5-5-5-5,8,65,0
16,2,2,8,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",24.992460250854492,24.87162356410811,0.09899207949638367,0.02184533327817917,True,96.9300765991211,11246693.198025385,0.8997354558420307,5-5-5-5-5-5-5-5,8,65,0
32,2,4,8,1,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",25.467317581176758,25.461855943598092,0.0,0.005461333319544792,True,63.185821533203125,11460380.632290097,0.9168304505832078,5-5-5-5-5-5-5-5,8,67,0
32,2,4,8,1,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",25.467317581176758,25.461855943598092,0.0,0.005461333319544792,True,63.185821533203125,11460380.632290097,0.9168304505832078,5-5-5-5-5-5-5-5,8,67,0
64,1,1,32,1,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2]",26.035791397094727,26.01394704533598,0.0,0.02184533327817917,True,137.26673889160156,11716195.80752966,0.9372956646023728,2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1,8,69,0
64,1,1,32,1,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2]",26.035791397094727,26.01394704533598,0.0,0.02184533327817917,True,137.26673889160156,11716195.80752966,0.9372956646023728,2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1-2-1-1-1,8,69,0
4,4,4,2,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",26.16156578063965,25.792357925524964,0.34736165404319763,0.02184533327817917,True,109.15573120117188,11772794.713347752,0.9418235770678202,20-20,8,71,0
4,4,4,2,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",26.16156578063965,25.792357925524964,0.34736165404319763,0.02184533327817917,True,123.67656707763672,11772794.713347752,0.9418235770678202,20-20,8,71,0
2,4,2,2,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",26.39564323425293,25.579671362034972,0.7722811102867126,0.04369066655635834,True,204.380615234375,11878130.373740513,0.950250429899241,20-20,8,73,0
2,4,2,2,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",26.39564323425293,25.579671362034972,0.7722811102867126,0.04369066655635834,True,169.5331268310547,11878130.373740513,0.950250429899241,20-20,8,73,0
2,1,1,1,32,zero3,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],26.920652389526367,20.334402084350586,6.586250305175781,0.0,True,62.811988830566406,12114386.301978428,0.9691509041582742,41-41,8,75,0
16,2,1,16,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",27.095674514770508,26.936607491710845,0.11537717282772064,0.04369066655635834,True,202.43011474609375,12193146.861192279,0.9754517488953822,3-2-3-2-3-2-3-2-3-2-3-2-3-2-3-2,8,76,0
16,2,1,16,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",27.095674514770508,26.936607491710845,0.11537717282772064,0.04369066655635834,True,196.34715270996094,12193146.861192279,0.9754517488953822,3-2-3-2-3-2-3-2-3-2-3-2-3-2-3-2,8,76,0
1,4,1,2,16,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",27.495121002197266,25.79381269468999,1.6139280796051025,0.08738133311271667,True,235.1636962890625,12372899.156405553,0.9898319325124443,20-20,8,78,0
1,4,1,2,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",27.495121002197266,25.79381269468999,1.6139280796051025,0.08738133311271667,True,159.66351318359375,12372899.156405553,0.9898319325124443,20-20,8,78,0
32,2,2,16,1,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",27.909687042236328,27.898762944885757,0.0,0.010922666639089584,True,78.07808685302734,12559455.302372824,1.004756424189826,2-2-3-3-3-2-3-2-3-2-3-2-3-2-3-2,8,80,0
32,2,2,16,1,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 3]",27.909687042236328,27.898762944885757,0.0,0.010922666639089584,True,78.07808685302734,12559455.302372824,1.004756424189826,2-2-3-3-3-2-3-2-3-2-3-2-3-2-3-2,8,80,0
8,4,4,4,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",28.424848556518555,28.287216342252467,0.12670984864234924,0.010922666639089584,True,116.25724029541016,12791279.758245042,1.0233023806596033,10-10-10-10,8,82,0
8,4,4,4,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",28.424848556518555,28.287216342252467,0.12670984864234924,0.010922666639089584,True,120.7393798828125,12791279.758245042,1.0233023806596033,10-10-10-10,8,82,0
16,4,4,8,1,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",29.82316017150879,29.817700065816226,0.0,0.005461333319544792,True,119.27078247070312,13420524.801397322,1.0736419841117857,5-5-5-5-5-5-5-5,8,84,0
16,4,4,8,1,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",29.82316017150879,29.817700065816226,0.0,0.005461333319544792,True,119.27078247070312,13420524.801397322,1.0736419841117857,5-5-5-5-5-5-5-5,8,84,0
4,4,2,4,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",30.180709838867188,29.789659679562476,0.3473615348339081,0.04369066655635834,True,194.2112274169922,13581423.383268567,1.0865138706614854,10-10-10-10,8,86,0
4,4,2,4,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",30.180709838867188,29.789659679562476,0.3473615348339081,0.04369066655635834,True,179.27183532714844,13581423.383268567,1.0865138706614854,10-10-10-10,8,86,0
2,8,4,2,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",31.28586196899414,30.916653674469956,0.34736165404319763,0.02184533327817917,True,206.69479370117188,14078745.648460811,1.1262996518768649,20-20,8,88,0
