m,mbs,tp,pp,dp,dp method,overlap_comm,node placement,partition,estimated time (s/step),pipeline time,DP all-reduce time,Emb layer all-reduce time,is_oom,gpumem,train_cost,price_per_step,exp_partition,A10,A6000,rank,real_rank
8,1,1,4,8,zero0,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']","[9, 8, 12, 13]",22.141714096069336,21.428862283163113,0.6254706382751465,0.08738133311271667,True,96.31890869140625,9984115.580675999,0.7987292464540798,8-8-12-12,3,5,25,0
32,1,1,16,2,zero0,False,"['A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",22.19190788269043,22.06561025854288,0.08260700106620789,0.04369066655635834,True,69.11854553222656,10006748.903682629,0.8005399122946103,2-2-2-1-2-2-3-3-3-3-3-3-3-3-3-2,3,5,29,0
32,1,1,16,2,zero1,False,"['A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",22.19190788269043,22.06561025854288,0.08260700106620789,0.04369066655635834,True,65.1267318725586,10006748.903682629,0.8005399122946103,2-2-2-1-2-2-3-3-3-3-3-3-3-3-3-2,3,5,29,0
32,1,1,16,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000']","[4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 2, 2, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,96.62197875976562,10021429.257475004,0.8017143405980003,3-3-3-3-3-3-3-3-2-2-2-1-2-2-3-2,3,5,31,0
32,1,1,16,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000']","[4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 2, 2, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,102.15193939208984,10021429.257475004,0.8017143405980003,3-3-3-3-3-3-3-3-2-2-2-1-2-2-3-2,3,5,31,0
32,1,1,16,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']","[4, 3, 3, 3, 3, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,96.62197875976562,10021429.257475004,0.8017143405980003,3-3-3-3-3-3-2-2-2-1-2-2-3-3-3-2,3,5,31,0
32,1,1,16,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']","[4, 3, 3, 3, 3, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,102.15193939208984,10021429.257475004,0.8017143405980003,3-3-3-3-3-3-2-2-2-1-2-2-3-3-3-2,3,5,31,0
32,1,1,16,2,zero1,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']","[4, 3, 3, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,96.62197875976562,10021429.257475004,0.8017143405980003,3-3-3-3-2-2-2-1-2-2-3-3-3-3-3-2,3,5,31,0
32,1,1,16,2,zero1,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,96.62197875976562,10021429.257475004,0.8017143405980003,3-3-2-2-2-1-2-2-3-3-3-3-3-3-3-2,3,5,31,0
32,1,1,16,2,zero0,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']","[4, 3, 3, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,102.15193939208984,10021429.257475004,0.8017143405980003,3-3-3-3-2-2-2-1-2-2-3-3-3-3-3-2,3,5,31,0
32,1,1,16,2,zero0,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]",22.224464416503906,22.065396434542876,0.11537717282772064,0.04369066655635834,True,102.15193939208984,10021429.257475004,0.8017143405980003,3-3-2-2-2-1-2-2-3-3-3-3-3-3-3-2,3,5,31,0
32,1,1,16,2,zero0,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']","[3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2]",22.413482666015625,22.287184718142896,0.08260700106620789,0.04369066655635834,True,69.11854553222656,10106661.143398283,0.8085328914718627,2-2-2-2-3-3-3-3-3-3-3-3-3-2-2-1,3,5,39,0
32,1,1,16,2,zero1,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']","[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2]",22.413482666015625,22.287184718142896,0.08260700106620789,0.04369066655635834,True,65.1267318725586,10106661.143398283,0.8085328914718627,2-2-3-3-3-3-3-3-3-3-3-2-2-2-2-1,3,5,39,0
32,1,1,16,2,zero0,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']","[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2]",22.413482666015625,22.287184718142896,0.08260700106620789,0.04369066655635834,True,69.11854553222656,10106661.143398283,0.8085328914718627,2-2-3-3-3-3-3-3-3-3-3-2-2-2-2-1,3,5,39,0
32,1,1,16,2,zero1,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']","[3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2]",22.413482666015625,22.287184718142896,0.08260700106620789,0.04369066655635834,True,65.1267318725586,10106661.143398283,0.8085328914718627,2-2-2-2-3-3-3-3-3-3-3-3-3-2-2-1,3,5,39,0
8,1,1,4,8,zero0,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']","[13, 8, 8, 13]",22.435121536254883,21.42864845916311,0.9190912246704102,0.08738133311271667,True,142.95248413085938,10116418.517220682,0.8093134813776545,12-8-8-12,3,5,43,0
8,1,1,4,8,zero1,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']","[13, 8, 8, 13]",22.435121536254883,21.42864845916311,0.9190912246704102,0.08738133311271667,True,109.04930114746094,10116418.517220682,0.8093134813776545,12-8-8-12,3,5,43,0
8,1,1,4,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']","[13, 8, 8, 13]",22.435121536254883,21.42864845916311,0.9190912246704102,0.08738133311271667,True,142.95248413085938,10116418.517220682,0.8093134813776545,12-8-8-12,3,5,43,0
8,1,1,4,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']","[13, 8, 8, 13]",22.435121536254883,21.42864845916311,0.9190912246704102,0.08738133311271667,True,109.04930114746094,10116418.517220682,0.8093134813776545,12-8-8-12,3,5,43,0
32,1,1,16,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10']","[4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2]",22.44603729248047,22.286970894142893,0.11537717282772064,0.04369066655635834,True,102.15193939208984,10121340.637131266,0.8097072509705013,3-3-3-3-3-3-3-3-3-2-2-2-2-2-2-1,3,5,47,0
32,1,1,16,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10']","[4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2]",22.44603729248047,22.286970894142893,0.11537717282772064,0.04369066655635834,True,96.62197875976562,10121340.637131266,0.8097072509705013,3-3-3-3-3-3-3-3-3-2-2-2-2-2-2-1,3,5,47,0
8,1,1,4,8,zero0,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']","[9, 12, 12, 9]",22.555503845214844,21.84265069756312,0.6254706382751465,0.08738133311271667,True,96.31890869140625,10170701.165858904,0.8136560932687122,8-12-12-8,3,5,49,0
8,1,1,4,8,zero1,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']","[9, 12, 12, 9]",22.555503845214844,21.84265069756312,0.6254706382751465,0.08738133311271667,True,73.18273162841797,10170701.165858904,0.8136560932687122,8-12-12-8,3,5,49,0
8,1,1,4,8,zero1,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']","[9, 12, 12, 9]",22.555503845214844,21.84265069756312,0.6254706382751465,0.08738133311271667,True,73.18273162841797,10170701.165858904,0.8136560932687122,8-12-12-8,3,5,49,0
8,1,1,4,8,zero0,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']","[9, 12, 12, 9]",22.555503845214844,21.84265069756312,0.6254706382751465,0.08738133311271667,True,96.31890869140625,10170701.165858904,0.8136560932687122,8-12-12-8,3,5,49,0
2,1,1,1,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero0,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,258.68927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero1,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,258.68927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero0,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,258.68927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero0,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,258.68927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero0,False,"['A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,258.68927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero1,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero1,False,"['A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero0,False,"['A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,306.18927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero2,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10', 'A10', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,142.517578125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
1,2,1,1,32,zero1,False,"['A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A10', 'A10']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,183.43551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero1,False,"['A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,135.93551635742188,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
2,1,1,1,32,zero0,False,"['A10', 'A10', 'A10', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']",[42],22.625741958618164,19.332616806030273,3.2931251525878906,0.0,True,258.68927001953125,10202372.853034733,0.8161898282427786,41-41,3,5,53,0
