m,mbs,tp,pp,dp,dp method,overlap_comm,node placement,partition,estimated time (s/step),pipeline time,DP all-reduce time,Emb layer all-reduce time,is_oom,gpumem,train_cost,price_per_step,exp_partition,A6000,rank,real_rank
4,1,2,4,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",8.277628898620605,7.799736429162479,0.4342019259929657,0.04369066655635834,True,49.299781799316406,14899846.06484858,1.1919876851878863,10-10-10-10,32,16,0
8,1,4,4,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[12, 9, 9, 12]",8.397907257080078,8.135969621052466,0.24009351432323456,0.02184533327817917,False,34.41073989868164,15116348.767244125,1.20930790137953,11-9-9-11,32,18,6
8,1,4,4,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[12, 9, 9, 12]",8.397907257080078,8.135969621052466,0.24009351432323456,0.02184533327817917,False,44.22108459472656,15116348.767244125,1.20930790137953,11-9-9-11,32,18,6
1,1,1,2,64,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",8.512316703796387,6.730310381089986,1.6946245431900024,0.08738133311271667,True,137.1949462890625,15322287.347641414,1.2257829878113131,20-20,32,20,0
1,1,1,2,64,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",8.512316703796387,6.730310381089986,1.6946245431900024,0.08738133311271667,True,57.33899688720703,15322287.347641414,1.2257829878113131,20-20,32,20,0
8,1,2,8,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",8.620441436767578,8.355008017926233,0.22174224257469177,0.04369066655635834,True,48.46503829956055,15516913.3567081,1.241353068536648,5-5-5-5-5-5-5-5,32,22,0
8,1,2,8,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",8.620441436767578,8.355008017926233,0.22174224257469177,0.04369066655635834,True,57.932220458984375,15516913.3567081,1.241353068536648,5-5-5-5-5-5-5-5,32,22,0
2,2,4,2,16,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",9.030781745910645,8.574735040869953,0.43420207500457764,0.02184533327817917,True,74.90703582763672,16255531.566743214,1.3004425253394571,20-20,32,24,0
2,2,4,2,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",9.030781745910645,8.574735040869953,0.43420207500457764,0.02184533327817917,True,56.02994918823242,16255531.566743214,1.3004425253394571,20-20,32,24,0
2,1,1,4,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",9.198959350585938,8.25655258261749,0.8550253510475159,0.08738133311271667,True,49.36686325073242,16558253.572272405,1.3246602857817924,10-10-10-10,32,26,0
2,1,1,4,32,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[11, 10, 10, 11]",9.198959350585938,8.25655258261749,0.8550253510475159,0.08738133311271667,True,89.70184326171875,16558253.572272405,1.3246602857817924,10-10-10-10,32,26,0
32,1,4,16,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4]",9.37425422668457,9.310026951198102,0.05330469459295273,0.010922666639089584,False,38.945159912109375,16873786.76442379,1.3499029411539034,3-2-3-2-3-3-3-3-3-2-2-2-2-2-2-3,32,28,8
32,1,4,16,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4]",9.37425422668457,9.310026951198102,0.05330469459295273,0.010922666639089584,False,37.424278259277344,16873786.76442379,1.3499029411539034,3-2-3-2-3-3-3-3-3-2-2-2-2-2-2-3,32,28,8
8,1,1,16,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3]",9.418869972229004,9.073044023163115,0.2584448456764221,0.08738133311271667,True,52.128265380859375,16954095.7211096,1.356327657688768,3-3-2-3-3-3-3-3-3-2-2-2-2-2-2-2,32,30,0
8,1,1,16,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3]",9.418869972229004,9.073044023163115,0.2584448456764221,0.08738133311271667,True,64.29417419433594,16954095.7211096,1.356327657688768,3-3-2-3-3-3-3-3-3-2-2-2-2-2-2-2,32,30,0
32,1,2,32,2,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",9.514116287231445,9.458818915418123,0.03345175087451935,0.02184533327817917,True,75.07014465332031,17125540.40039656,1.3700432320317246,1-2-1-2-2-2-2-2-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,32,32,0
32,1,2,32,2,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",9.514116287231445,9.458818915418123,0.03345175087451935,0.02184533327817917,True,73.37812042236328,17125540.40039656,1.3700432320317246,1-2-1-2-2-2-2-2-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,32,32,0
4,1,1,8,16,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",9.605242729187012,9.08365883538124,0.4342019557952881,0.08738133311271667,False,45.44374084472656,17289569.251436442,1.3831655401149154,5-5-5-5-5-5-5-5,32,34,10
4,1,1,8,16,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[6, 5, 5, 5, 5, 5, 5, 6]",9.605242729187012,9.08365883538124,0.4342019557952881,0.08738133311271667,True,65.95529174804688,17289569.251436442,1.3831655401149154,5-5-5-5-5-5-5-5,32,34,0
16,1,2,16,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4]",9.706851959228516,9.536015497308103,0.12714608013629913,0.04369066655635834,True,57.67398452758789,17472467.265460543,1.3977973812368434,3-2-3-2-3-3-3-3-3-2-2-2-2-2-2-3,32,36,0
16,1,2,16,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[4, 2, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4]",9.706851959228516,9.536015497308103,0.12714608013629913,0.04369066655635834,True,62.74326705932617,17472467.265460543,1.3977973812368434,3-2-3-2-3-3-3-3-3-2-2-2-2-2-2-3,32,36,0
1,2,2,2,32,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",9.98288345336914,9.084167373379966,0.855025589466095,0.04369066655635834,True,90.29857635498047,17969327.758014254,1.4375462206411402,20-20,32,38,0
1,2,2,2,32,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[21, 21]",9.98288345336914,9.084167373379966,0.855025589466095,0.04369066655635834,True,51.09515380859375,17969327.758014254,1.4375462206411402,20-20,32,38,0
16,1,1,32,4,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",10.157783508300781,9.946491418818116,0.12391050904989243,0.08738133311271667,True,75.21986389160156,18284150.266625296,1.4627320213300237,2-2-1-2-2-2-2-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,32,40,0
16,1,1,32,4,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",10.157783508300781,9.946491418818116,0.12391050904989243,0.08738133311271667,True,67.90153503417969,18284150.266625296,1.4627320213300237,2-2-1-2-2-2-2-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1,32,40,0
4,2,4,4,8,zero0,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[12, 9, 9, 12]",10.289478302001953,10.027539903924962,0.24009351432323456,0.02184533327817917,True,73.72665405273438,18521202.709749006,1.4816962167799206,11-9-9-11,32,42,0
4,2,4,4,8,zero1,False,"['A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000', 'A6000']","[12, 9, 9, 12]",10.289478302001953,10.027539903924962,0.24009351432323456,0.02184533327817917,True,63.91630554199219,18521202.709749006,1.4816962167799206,11-9-9-11,32,42,0
